id,syllable,words,complexword,nounPhraseCount,JJ,RB,VB,NN,complexity,Class_Label
11929,33,21,3,2,0,2,6,4,63.235,Plain_English
11930,31,22,1,2,3,1,5,4,76.461,Fairly_Easy
11931,54,42,0,4,2,1,10,10,76.749,Fairly_Easy
11932,69,45,7,6,5,4,7,17,54.278,Fairly_difficult
11933,32,25,2,2,2,3,9,3,85.86,Easy
11934,26,21,1,2,1,4,5,0,91.435,Very_Easy
11935,10,8,1,1,1,0,3,1,97.025,Very_Easy
11936,3,3,0,0,1,0,0,0,120.713,Very_Easy
11937,18,17,0,0,3,3,3,1,108.631,Very_Easy
11938,3,3,0,0,0,1,1,0,120.713,Very_Easy
11939,15,13,0,2,2,1,2,2,102.622,Very_Easy
11940,42,28,6,0,2,0,6,6,65.725,Plain_English
11941,37,23,3,1,1,2,4,8,59.067,Very_Easy
11942,30,24,1,1,3,1,3,6,88.905,Easy
11943,16,9,2,1,1,1,3,2,51.868,Fairly_difficult
11944,8,6,0,1,0,1,0,2,90.99,Very_Easy
11945,24,16,2,3,1,2,4,3,71.815,Fairly_Easy
11946,26,18,2,1,0,6,2,9,75.5,Fairly_Easy
11947,50,39,1,0,0,5,7,6,78.581,Fairly_Easy
11948,10,7,0,2,1,0,1,2,82.425,Easy
11949,12,10,0,1,1,2,2,1,100.24,Very_Easy
11950,6,6,0,0,0,0,1,2,119.19,Very_Easy
11951,40,27,3,3,3,2,7,6,67.799,Plain_English
11952,12,9,1,1,0,0,4,2,89.468,Very_Easy
11953,23,18,0,1,1,1,5,5,89.6,Very_Easy
11954,25,21,1,2,3,6,3,4,95.463,Very_Easy
11955,2,1,0,0,0,0,0,1,37.128,Dificult
11956,23,19,1,2,2,1,5,5,94.782,Very_Easy
11957,63,47,3,3,4,4,10,9,69.583,Very_Easy
11958,64,35,7,2,3,8,8,7,34.375,Dificult
11959,49,34,1,4,3,4,5,10,67.656,Plain_English
11960,41,28,4,1,2,0,5,6,68.746,Plain_English
11961,40,25,4,2,1,0,3,10,58.787,Fairly_difficult
11962,22,13,3,2,3,0,3,4,57.068,Fairly_difficult
11963,22,12,2,1,2,1,2,3,45.645,Dificult
11964,25,17,2,0,3,0,3,4,73.796,Fairly_Easy
11965,42,26,6,1,3,3,6,6,56.978,Fairly_difficult
11966,20,14,1,1,3,2,2,2,78.873,Fairly_Easy
11967,44,34,2,4,2,5,7,6,80.098,Easy
11968,28,19,2,1,2,4,6,3,72.519,Fairly_Easy
11969,18,15,0,2,1,3,1,4,97.703,Very_Easy
11970,45,31,3,1,3,2,6,4,68.296,Plain_English
11971,19,15,0,2,1,0,5,2,92.063,Very_Easy
11972,24,18,2,1,1,0,5,2,84.9,Easy
11973,55,33,5,4,2,1,6,11,49.088,Very_Easy
11974,43,30,2,4,5,1,4,7,70.35,Fairly_Easy
11975,13,10,0,0,0,1,3,2,91.78,Very_Easy
11976,31,22,3,2,3,0,3,4,76.461,Fairly_Easy
11977,11,8,1,1,1,0,2,2,86.45,Easy
11978,16,10,2,0,3,0,3,1,66.4,Plain_English
11979,26,22,1,2,3,0,7,4,95.688,Very_Easy
11980,24,17,1,3,1,1,2,8,78.772,Fairly_Easy
11981,31,25,0,2,1,2,4,8,89.244,Very_Easy
11982,11,9,0,2,0,1,1,4,98.868,Very_Easy
11983,19,13,1,2,1,1,2,4,76.591,Fairly_Easy
11984,6,6,0,0,0,0,2,1,119.19,Very_Easy
11985,12,9,0,1,1,0,3,3,89.468,Very_Easy
11986,25,21,0,1,1,2,3,6,95.463,Very_Easy
11987,11,8,0,2,1,0,2,4,86.45,Easy
11988,23,18,1,3,0,3,4,6,89.6,Very_Easy
11989,45,33,2,3,2,0,8,9,74.724,Fairly_Easy
11990,24,13,3,1,3,0,2,4,44.053,Dificult
11991,6,5,0,0,1,0,0,2,102.778,Very_Easy
11992,27,23,0,1,0,1,8,3,95.849,Very_Easy
11993,10,6,1,1,1,0,1,2,62.79,Plain_English
11994,15,12,0,2,0,1,1,5,94.995,Very_Easy
11995,12,7,1,1,0,0,1,3,58.254,Fairly_difficult
11996,15,11,1,1,2,0,4,2,85.889,Easy
11997,36,27,1,3,1,2,6,7,80.333,Easy
11998,14,9,1,2,2,0,1,4,70.668,Fairly_Easy
11999,7,6,0,1,0,2,2,1,105.09,Very_Easy
12000,27,18,1,3,1,1,3,5,70.8,Fairly_Easy
12001,19,15,1,3,2,1,3,3,92.063,Very_Easy
12002,7,6,0,1,0,1,2,1,105.09,Very_Easy
12003,12,10,0,0,0,1,4,2,100.24,Very_Easy
12004,11,10,0,2,0,1,2,1,108.7,Very_Easy
12005,3,3,0,0,1,0,0,0,120.713,Very_Easy
12006,9,7,0,2,1,0,1,2,94.511,Very_Easy
12007,14,10,1,2,2,1,2,1,83.32,Easy
12008,35,21,4,1,1,3,5,3,55.178,Fairly_difficult
12009,16,13,0,2,2,0,2,4,96.114,Very_Easy
12010,18,14,1,1,0,2,5,2,90.959,Very_Easy
12011,48,34,4,3,5,3,7,6,70.145,Fairly_Easy
12012,31,22,2,3,3,0,3,8,76.461,Fairly_Easy
12013,32,20,3,3,3,2,3,4,61.325,Plain_English
12014,6,4,1,0,0,0,1,0,77.905,Fairly_Easy
12015,5,3,1,0,1,0,1,0,64.313,Plain_English
12016,29,14,5,0,3,3,1,4,24.487,very_difficult
12017,12,10,0,1,2,1,1,2,100.24,Very_Easy
12018,43,27,2,3,1,0,5,11,58.399,Fairly_difficult
12019,38,24,5,1,3,3,7,4,60.705,Plain_English
12020,21,13,2,1,0,0,2,5,63.576,Plain_English
12021,35,26,1,3,0,0,5,12,79.755,Very_Easy
12022,37,26,2,0,0,1,7,6,73.248,Fairly_Easy
12023,35,25,2,1,1,1,6,7,75.708,Fairly_Easy
12024,38,24,4,3,1,0,6,8,60.705,Plain_English
12025,13,9,2,1,1,0,4,3,80.068,Easy
12026,25,16,3,2,0,1,3,6,66.528,Plain_English
12027,15,8,3,1,1,0,1,2,44.15,Dificult
12028,12,8,2,0,0,1,3,1,75.875,Fairly_Easy
12029,12,10,0,0,0,1,4,0,100.24,Very_Easy
12030,32,23,1,3,1,2,5,7,77.458,Fairly_Easy
12031,40,24,5,2,0,1,7,7,53.655,Fairly_difficult
12032,16,11,1,0,0,1,4,2,78.198,Fairly_Easy
12033,19,16,1,1,1,1,5,1,98.253,Very_Easy
12034,23,13,4,1,1,2,2,3,50.561,Fairly_difficult
12035,12,10,1,1,0,0,1,3,100.24,Very_Easy
12036,34,24,2,4,0,0,4,13,74.805,Fairly_Easy
12037,40,26,4,4,3,0,3,9,63.486,Plain_English
12038,28,15,4,1,2,0,3,5,41.303,Dificult
12039,29,17,3,2,0,1,4,8,53.89,Fairly_difficult
12040,29,22,0,1,3,0,4,7,84.152,Easy
12041,25,18,1,3,0,1,2,10,80.2,Easy
12042,28,22,1,3,4,0,2,7,87.997,Easy
12043,35,22,2,1,2,2,4,6,61.079,Plain_English
12044,96,61,11,8,1,5,11,28,42.737,Dificult
12045,31,19,3,1,0,1,3,6,59.161,Very_Easy
12046,45,27,6,3,2,0,4,10,52.133,Fairly_difficult
12047,43,28,4,2,3,0,3,10,62.704,Plain_English
12048,33,23,2,3,3,1,3,10,73.78,Fairly_Easy
12049,20,13,3,1,1,0,3,4,70.084,Fairly_Easy
12050,8,4,1,0,0,0,1,2,35.605,Dificult
12051,52,38,4,6,3,0,3,18,71.782,Fairly_Easy
12052,26,18,2,1,1,3,2,3,75.5,Fairly_Easy
12053,32,23,0,2,1,1,5,6,77.458,Fairly_Easy
12054,48,28,5,3,2,2,3,11,47.596,Dificult
12055,31,21,3,2,0,0,3,9,71.292,Fairly_Easy
12056,41,29,4,3,2,1,5,9,72.511,Fairly_Easy
12057,23,22,0,2,1,0,4,4,107.225,Very_Easy
12058,30,28,1,2,1,3,5,3,101.982,Very_Easy
12059,9,8,0,1,0,2,1,1,107.6,Very_Easy
12060,5,4,0,0,0,0,1,1,99.055,Very_Easy
12061,50,35,2,4,0,2,4,15,68.215,Plain_English
12062,41,27,3,3,1,0,3,10,64.666,Plain_English
12063,36,22,3,6,2,5,2,10,57.234,Fairly_difficult
12064,45,30,4,2,0,3,5,6,64.71,Plain_English
12065,51,35,5,6,2,13,4,16,65.798,Plain_English
12066,40,27,5,2,1,0,5,10,67.799,Plain_English
12067,30,23,2,2,0,5,5,3,84.815,Easy
12068,19,16,0,0,0,2,5,2,98.253,Very_Easy
12069,38,26,2,3,0,0,3,12,69.994,Very_Easy
12070,39,25,6,3,6,1,3,8,62.172,Plain_English
12071,37,27,1,3,0,1,3,13,77.199,Fairly_Easy
12072,22,14,1,3,1,0,1,7,66.787,Plain_English
12073,55,35,5,4,4,4,4,15,56.13,Fairly_difficult
12074,41,25,5,2,2,2,4,8,55.404,Fairly_difficult
12075,44,22,6,4,0,0,5,13,26.47,very_difficult
12076,29,13,5,1,2,0,1,5,11.514,very_difficult
12077,12,10,1,0,1,1,2,2,100.24,Very_Easy
12078,20,13,1,2,0,1,4,6,70.084,Fairly_Easy
12079,21,14,1,1,2,0,1,6,72.83,Fairly_Easy
12080,14,10,1,0,0,0,1,5,83.32,Easy
12081,31,18,3,3,0,0,3,10,52,Fairly_difficult
12082,29,20,2,1,0,0,2,9,74.015,Fairly_Easy
12083,20,12,2,2,3,0,2,3,59.745,Very_Easy
12084,52,34,5,3,6,0,2,15,60.192,Plain_English
12085,27,18,2,3,3,1,2,8,70.8,Fairly_Easy
12086,38,28,0,4,1,1,5,12,77.811,Fairly_Easy
12087,35,25,0,2,2,1,2,9,75.708,Fairly_Easy
12088,33,18,2,3,1,1,3,7,42.6,Dificult
12089,32,24,1,3,4,3,2,5,81.855,Easy
12090,35,24,2,4,2,1,2,8,71.28,Fairly_Easy
12091,39,27,2,3,3,0,3,9,70.933,Fairly_Easy
12092,100,68,7,8,4,5,8,26,47.913,Dificult
12093,26,21,1,4,4,1,3,8,91.435,Very_Easy
12094,13,9,0,0,1,0,1,2,80.068,Easy
12095,18,13,0,2,1,0,1,6,83.099,Easy
12096,49,34,3,2,2,1,5,11,67.656,Plain_English
12097,22,15,3,1,3,1,1,4,75.143,Fairly_Easy
12098,29,16,4,0,1,2,4,3,45.378,Dificult
12099,11,9,0,1,2,1,1,2,98.868,Very_Easy
12100,34,21,5,2,5,0,4,4,59.206,Very_Easy
12101,7,6,0,0,0,1,2,0,105.09,Very_Easy
12102,18,15,0,0,1,2,5,1,97.703,Very_Easy
12103,26,21,0,1,0,1,4,6,91.435,Very_Easy
12104,14,11,0,0,0,0,3,2,93.58,Very_Easy
12105,48,34,3,4,3,2,4,11,70.145,Fairly_Easy
12106,43,33,3,2,2,0,6,8,79.851,Very_Easy
12107,41,31,2,4,6,1,3,9,79.212,Very_Easy
12108,31,22,1,1,4,1,5,4,76.461,Fairly_Easy
12109,33,21,2,2,2,1,5,7,63.235,Plain_English
12110,14,12,1,2,1,1,4,1,102.045,Very_Easy
12111,57,33,8,2,3,1,7,10,43.96,Dificult
12112,28,17,4,0,0,1,7,1,58.866,Fairly_difficult
12113,18,10,4,0,2,1,2,0,49.48,Very_Easy
12114,19,15,0,1,1,3,3,3,92.063,Very_Easy
12115,21,14,2,2,2,1,4,4,72.83,Fairly_Easy
12116,10,7,1,1,1,0,1,2,82.425,Easy
12117,54,36,2,4,2,13,4,21,61.665,Plain_English
12118,27,21,0,1,1,1,4,5,87.406,Easy
12119,36,24,3,3,2,2,6,6,67.755,Plain_English
12120,13,11,1,0,0,2,3,1,101.271,Very_Easy
12121,4,2,0,0,0,2,0,0,36.62,Dificult
12122,38,24,4,2,3,2,6,5,60.705,Plain_English
12123,37,24,3,2,2,0,3,7,64.23,Plain_English
12124,50,39,2,3,3,0,4,12,78.581,Fairly_Easy
12125,40,27,3,3,2,0,2,12,67.799,Plain_English
12126,59,35,7,3,6,1,5,7,46.461,Dificult
12127,50,41,1,5,1,3,8,10,82.857,Easy
12128,25,16,3,2,4,0,1,5,66.528,Plain_English
12129,35,25,2,1,3,1,4,6,75.708,Fairly_Easy
12130,49,31,4,4,4,2,3,10,57.38,Fairly_difficult
12131,63,39,7,6,2,0,6,17,50.381,Fairly_difficult
12132,40,25,4,2,2,3,2,7,58.787,Fairly_difficult
12133,26,18,1,1,1,1,3,4,75.5,Fairly_Easy
12134,5,5,0,0,0,2,1,0,119.698,Very_Easy
12135,55,36,4,3,4,0,4,15,59.315,Very_Easy
12136,39,28,1,4,4,2,2,12,74.789,Fairly_Easy
12137,44,28,3,5,1,0,2,17,59.682,Very_Easy
12138,32,18,4,2,2,1,3,5,47.3,Dificult
12139,28,18,2,1,0,2,2,8,66.1,Plain_English
12140,54,38,3,7,4,1,3,13,67.329,Plain_English
12141,36,22,3,3,2,0,2,10,57.234,Fairly_difficult
12142,56,34,7,7,2,1,4,17,50.239,Fairly_difficult
12143,44,25,4,2,2,2,4,6,45.252,Dificult
12144,63,40,8,6,1,8,6,17,53.29,Fairly_difficult
12145,59,37,6,4,3,1,4,13,53.155,Fairly_difficult
12146,37,24,2,2,1,2,2,9,64.23,Plain_English
12147,32,22,1,3,3,1,3,7,72.615,Fairly_Easy
12148,26,22,0,2,1,1,2,7,95.688,Very_Easy
12149,22,17,0,1,1,0,1,6,88.725,Easy
12150,47,30,4,5,3,0,2,14,59.07,Very_Easy
12151,46,32,3,3,3,2,5,8,68.983,Plain_English
12152,57,40,4,2,1,1,4,13,65.98,Plain_English
12153,38,27,4,2,2,4,6,5,74.066,Fairly_Easy
12154,34,26,1,2,2,0,4,12,83.009,Easy
12155,20,16,1,2,2,1,4,4,92.965,Very_Easy
12156,26,17,2,1,0,1,2,6,68.819,Plain_English
12157,52,30,4,5,1,0,5,16,44.97,Dificult
12158,41,26,4,3,1,0,4,11,60.232,Plain_English
12159,23,15,2,3,0,0,1,8,69.503,Very_Easy
12160,15,10,0,1,0,0,1,6,74.86,Fairly_Easy
12161,17,10,2,0,0,0,2,4,57.94,Fairly_difficult
12162,43,29,2,2,4,0,5,11,66.676,Plain_English
12163,47,32,2,4,3,2,4,13,66.339,Plain_English
12164,26,20,1,1,2,1,7,1,86.705,Easy
12165,42,28,3,3,1,0,4,12,65.725,Plain_English
12166,46,36,2,5,2,2,5,12,80.465,Easy
12167,28,21,1,1,2,1,1,7,83.378,Easy
12168,44,25,6,4,5,0,2,9,45.252,Dificult
12169,33,21,2,4,2,0,2,12,63.235,Plain_English
12170,62,50,2,7,8,0,5,19,76.556,Fairly_Easy
12171,25,19,1,2,2,0,1,8,85.877,Easy
12172,12,8,1,1,3,1,1,3,75.875,Fairly_Easy
12173,26,18,1,2,3,1,3,6,75.5,Fairly_Easy
12174,30,19,1,2,3,1,2,8,63.614,Plain_English
12175,12,6,1,1,0,0,0,4,34.59,Dificult
12176,33,26,1,0,2,2,8,2,86.263,Easy
12177,14,10,0,1,4,0,1,2,83.32,Easy
12178,22,14,2,2,0,0,2,10,66.787,Plain_English
12179,32,22,3,3,0,0,3,9,72.615,Fairly_Easy
12180,26,15,4,3,3,0,1,8,52.583,Fairly_difficult
12181,31,22,3,2,1,1,6,3,76.461,Fairly_Easy
12182,43,24,7,3,2,0,2,12,43.08,Dificult
12183,45,28,2,3,3,0,3,11,56.661,Fairly_difficult
12184,50,32,4,6,4,0,5,13,58.408,Fairly_difficult
12185,36,24,3,2,1,2,3,10,67.755,Plain_English
12186,15,12,0,1,1,1,3,3,94.995,Very_Easy
12187,27,17,3,1,3,0,4,3,63.843,Plain_English
12188,20,16,0,1,1,0,1,7,92.965,Very_Easy
12189,31,20,2,4,5,0,1,5,65.555,Plain_English
12190,42,28,3,2,2,1,5,7,65.725,Plain_English
12191,51,25,6,3,4,0,2,11,21.564,very_difficult
12192,33,21,2,3,2,2,5,4,63.235,Plain_English
12193,33,22,3,4,6,1,2,4,68.77,Plain_English
12194,18,13,0,2,1,0,1,7,83.099,Easy
12195,34,21,4,2,1,1,5,9,59.206,Very_Easy
12196,13,11,0,0,1,0,2,3,101.271,Very_Easy
12197,45,28,3,3,1,0,8,10,56.661,Fairly_difficult
12198,30,14,5,2,3,0,2,5,18.444,very_difficult
12199,40,26,5,4,3,1,5,8,63.486,Plain_English
12200,19,10,3,1,1,1,3,3,41.02,Dificult
12201,43,22,6,3,1,0,6,9,30.315,Dificult
12202,24,15,1,2,1,1,4,5,63.863,Plain_English
12203,44,28,5,3,3,1,5,8,59.682,Very_Easy
12204,47,27,5,3,2,1,6,9,45.866,Dificult
12205,24,14,2,3,1,1,3,5,54.701,Fairly_difficult
12206,37,28,1,4,1,0,5,11,80.832,Easy
12207,39,28,3,2,2,1,4,9,74.789,Fairly_Easy
12208,29,22,1,2,0,1,5,7,84.152,Easy
12209,32,17,4,2,0,4,3,7,38.96,Dificult
12210,32,22,3,2,2,0,5,6,72.615,Fairly_Easy
12211,30,21,3,4,2,1,3,9,75.32,Fairly_Easy
12212,37,27,2,3,1,3,5,8,77.199,Fairly_Easy
12213,60,42,5,0,4,4,7,7,64.663,Plain_English
12214,18,14,0,0,1,0,1,4,90.959,Very_Easy
12215,34,25,2,3,1,1,3,10,79.092,Very_Easy
12216,33,25,2,5,2,0,3,10,82.476,Easy
12217,27,21,0,3,5,0,2,9,87.406,Easy
12218,28,19,1,2,1,1,2,8,72.519,Fairly_Easy
12219,19,13,2,0,3,0,2,3,76.591,Fairly_Easy
12220,20,12,1,1,2,0,2,4,59.745,Very_Easy
12221,18,11,2,1,1,0,1,6,62.816,Plain_English
12222,14,11,0,1,1,0,1,6,93.58,Very_Easy
12223,21,16,0,2,1,1,2,7,87.678,Easy
12224,28,16,4,1,1,0,2,7,50.665,Fairly_difficult
12225,53,33,6,4,5,2,4,10,54.215,Fairly_difficult
12226,12,9,1,2,2,0,1,3,89.468,Very_Easy
12227,33,25,1,5,5,1,2,8,82.476,Easy
12228,21,18,0,1,2,0,2,5,99,Very_Easy
12229,12,9,0,1,0,0,1,4,89.468,Very_Easy
12230,8,7,0,1,1,0,1,3,106.597,Very_Easy
12231,25,22,1,1,1,2,5,4,99.534,Very_Easy
12232,9,5,1,1,0,0,1,2,52.018,Fairly_difficult
12233,23,14,2,2,2,1,2,3,60.744,Plain_English
12234,41,23,4,3,5,0,5,6,44.354,Dificult
12235,52,29,5,3,2,2,5,9,40.421,Dificult
12236,12,7,1,0,0,1,2,1,58.254,Fairly_difficult
12237,30,24,2,2,1,0,3,9,88.905,Easy
12238,26,16,2,0,3,0,2,4,61.24,Plain_English
12239,43,25,5,3,3,1,4,9,48.636,Dificult
12240,37,25,2,3,2,0,3,12,68.94,Plain_English
12241,27,22,0,2,2,2,3,6,91.843,Very_Easy
12242,35,22,3,2,0,0,6,5,61.079,Plain_English
12243,28,18,3,2,2,0,1,6,66.1,Plain_English
12244,48,36,3,3,3,2,9,5,75.765,Fairly_Easy
12245,24,20,0,1,0,3,9,1,95.165,Very_Easy
12246,47,35,3,3,2,2,8,7,75.467,Fairly_Easy
12247,27,18,2,1,0,0,3,7,70.8,Fairly_Easy
12248,36,34,0,1,3,2,5,6,100.004,Very_Easy
12249,51,37,4,6,3,0,2,13,71.447,Fairly_Easy
12250,30,19,4,1,1,1,1,7,63.614,Plain_English
12251,25,18,2,2,1,0,6,5,80.2,Easy
12252,31,20,1,2,1,0,5,7,65.555,Plain_English
12253,31,19,3,2,0,0,3,7,59.161,Very_Easy
12254,35,22,3,1,3,0,5,6,61.079,Plain_English
12255,28,16,2,1,1,0,3,5,50.665,Fairly_difficult
12256,28,18,3,1,0,0,4,6,66.1,Plain_English
12257,13,8,2,0,0,1,1,1,65.3,Plain_English
12258,32,21,4,1,1,1,2,6,67.263,Plain_English
12259,22,14,2,1,0,0,2,5,66.787,Plain_English
12260,36,24,4,2,1,1,3,8,67.755,Plain_English
12261,22,17,1,2,2,0,3,5,88.725,Easy
12262,22,16,1,2,0,0,3,8,82.39,Easy
12263,65,43,4,4,4,0,9,12,57.129,Fairly_difficult
12264,48,31,3,5,1,1,4,16,60.109,Plain_English
12265,32,17,4,1,3,0,4,4,38.96,Dificult
12266,40,28,2,3,2,1,8,5,71.768,Fairly_Easy
12267,26,19,1,2,1,3,1,5,81.424,Easy
12268,20,13,1,2,0,4,1,7,70.084,Fairly_Easy
12269,14,10,1,1,0,5,2,4,83.32,Easy
12270,16,13,0,1,0,0,1,6,96.114,Very_Easy
12271,45,32,4,3,4,2,5,9,71.626,Fairly_Easy
12272,38,21,3,1,1,2,3,6,43.092,Dificult
12273,6,5,0,0,0,0,2,1,102.778,Very_Easy
12274,58,29,11,4,1,2,6,11,22.918,very_difficult
12275,39,29,2,1,6,2,4,5,78.345,Fairly_Easy
12276,36,20,4,3,4,2,2,5,44.405,Dificult
12277,45,27,4,4,1,3,4,10,52.133,Fairly_difficult
12278,32,19,4,1,1,2,4,6,54.708,Fairly_difficult
12279,27,16,5,0,2,1,4,3,55.953,Fairly_difficult
12280,18,13,1,1,1,1,3,2,83.099,Easy
12281,36,24,4,2,2,2,3,7,67.755,Plain_English
12282,37,25,4,2,2,3,5,4,68.94,Plain_English
12283,32,21,2,1,1,2,2,8,67.263,Plain_English
12284,30,21,2,1,2,0,4,8,75.32,Fairly_Easy
12285,16,11,1,3,2,0,2,4,78.198,Fairly_Easy
12286,27,19,2,2,3,0,5,4,76.971,Fairly_Easy
12287,29,22,2,0,2,2,6,3,84.152,Easy
12288,52,32,6,5,5,0,4,12,53.12,Fairly_difficult
12289,30,18,2,3,1,0,4,8,56.7,Fairly_difficult
12290,20,15,1,0,2,0,6,2,86.423,Easy
12291,29,19,3,1,1,1,4,6,68.066,Plain_English
12292,41,26,5,2,3,0,4,8,60.232,Plain_English
12293,30,21,2,1,0,1,4,7,75.32,Fairly_Easy
12294,26,19,1,3,3,0,3,7,81.424,Easy
12295,36,26,3,4,0,0,6,11,76.502,Fairly_Easy
12296,28,19,4,2,1,1,4,5,72.519,Fairly_Easy
12297,38,21,5,4,2,0,3,12,43.092,Dificult
12298,41,22,6,4,2,0,2,12,38.006,Dificult
12299,24,17,2,0,0,0,4,4,78.772,Fairly_Easy
12300,30,18,3,1,1,0,2,7,56.7,Fairly_difficult
12301,33,19,5,2,1,0,2,7,50.256,Fairly_difficult
12302,28,16,2,2,0,0,3,7,50.665,Fairly_difficult
12303,31,18,4,2,1,1,3,7,52,Fairly_difficult
12304,39,22,5,4,2,0,3,8,45.697,Dificult
12305,60,36,8,4,3,1,2,17,47.565,Dificult
12306,23,15,3,1,1,0,2,7,69.503,Very_Easy
12307,54,30,9,5,0,0,2,18,39.33,Dificult
12308,65,41,5,6,6,0,5,13,51.906,Fairly_difficult
12309,36,20,6,4,2,1,2,9,44.405,Dificult
12310,38,26,3,2,0,0,3,17,69.994,Very_Easy
12311,29,20,2,2,2,1,4,5,74.015,Fairly_Easy
12312,33,21,4,3,4,1,6,4,63.235,Plain_English
12313,26,19,2,1,2,0,4,5,81.424,Easy
12314,50,36,4,3,1,0,8,11,71.065,Fairly_Easy
12315,27,16,3,1,1,3,4,2,55.953,Fairly_difficult
12316,38,25,4,5,0,1,3,12,65.556,Plain_English
12317,34,21,3,2,1,1,2,9,59.206,Very_Easy
12318,39,24,5,4,0,0,3,13,57.18,Fairly_difficult
12319,28,19,2,3,3,0,2,7,72.519,Fairly_Easy
12320,37,28,1,3,3,2,2,12,80.832,Easy
12321,29,19,2,4,2,0,2,8,68.066,Plain_English
12322,40,28,3,3,3,0,2,9,71.768,Fairly_Easy
12323,37,23,3,5,4,0,2,10,59.067,Very_Easy
12324,10,6,2,0,0,1,2,2,62.79,Plain_English
12325,44,28,4,3,2,1,5,11,59.682,Very_Easy
12326,29,17,2,3,3,0,1,9,53.89,Fairly_difficult
12327,30,18,2,2,0,0,2,7,56.7,Fairly_difficult
12328,11,8,1,2,0,0,1,4,86.45,Easy
12329,39,27,2,5,3,1,4,8,70.933,Fairly_Easy
12330,44,29,2,4,1,3,3,14,63.759,Plain_English
12331,45,24,7,5,5,1,2,11,36.03,Dificult
12332,55,36,7,4,1,0,4,14,59.315,Very_Easy
12333,20,13,2,1,0,0,3,4,70.084,Fairly_Easy
12334,475,295,55,54,36,0,7,157,-79.098,Very_Easy
12335,38,27,4,3,2,0,3,12,74.066,Fairly_Easy
12336,20,11,2,1,0,0,1,6,47.434,Dificult
12337,20,10,2,2,1,0,1,6,32.56,Dificult
12338,20,13,2,0,0,0,5,2,70.084,Fairly_Easy
12339,15,10,1,1,1,1,2,3,74.86,Fairly_Easy
12340,22,13,2,2,0,0,3,5,57.068,Fairly_difficult
12341,30,25,0,2,0,1,4,8,92.628,Very_Easy
12342,39,23,4,1,1,1,2,8,51.71,Fairly_difficult
12343,44,25,6,3,2,0,3,10,45.252,Dificult
12344,38,22,4,0,3,0,3,7,49.543,Very_Easy
12345,35,28,1,1,1,2,6,7,86.875,Easy
12346,29,24,2,0,1,1,9,4,92.43,Very_Easy
12347,49,27,6,1,1,3,7,7,39.599,Dificult
12348,36,23,4,1,2,0,4,6,62.745,Plain_English
12349,27,20,2,0,0,0,4,6,82.475,Easy
12350,38,26,3,1,1,2,4,8,69.994,Very_Easy
12351,45,24,5,3,2,0,2,11,36.03,Dificult
12352,9,8,0,0,2,0,1,2,107.6,Very_Easy
12353,50,34,5,2,3,1,7,10,65.168,Plain_English
12354,27,17,4,2,3,0,1,5,63.843,Plain_English
12355,28,18,1,4,2,0,1,8,66.1,Plain_English
12356,27,18,3,1,1,2,3,3,70.8,Fairly_Easy
12357,31,20,2,1,1,2,4,4,65.555,Plain_English
12358,39,25,4,2,2,0,4,8,62.172,Plain_English
12359,45,23,5,3,0,0,2,11,29.641,Very_Easy
12360,36,20,5,2,2,0,3,8,44.405,Dificult
12361,17,10,3,0,0,1,1,4,57.94,Fairly_difficult
12362,32,18,4,2,1,1,3,7,47.3,Dificult
12363,27,15,5,1,1,0,4,5,46.942,Dificult
12364,33,23,1,4,1,0,3,11,73.78,Fairly_Easy
12365,33,21,3,2,1,0,7,7,63.235,Plain_English
12366,26,16,2,2,1,4,3,7,61.24,Plain_English
12367,24,18,1,1,1,1,4,6,84.9,Easy
12368,40,22,6,1,1,2,8,4,41.852,Dificult
12369,43,26,5,4,1,1,2,14,53.725,Fairly_difficult
12370,36,20,4,3,4,0,1,7,44.405,Dificult
12371,22,13,2,0,1,1,3,3,57.068,Fairly_difficult
12372,22,13,3,1,1,0,3,4,57.068,Fairly_difficult
12373,41,27,4,5,1,8,2,15,64.666,Plain_English
12374,28,21,2,3,0,0,3,11,83.378,Easy
12375,41,27,4,3,1,1,5,11,64.666,Plain_English
12376,20,12,2,1,0,1,3,5,59.745,Very_Easy
12377,51,35,2,3,0,0,8,17,65.798,Plain_English
12378,41,32,0,4,3,0,2,13,82.201,Easy
12379,22,13,3,1,2,0,4,2,57.068,Fairly_difficult
12380,16,10,1,2,1,1,2,5,66.4,Plain_English
12381,12,9,1,0,0,1,1,2,89.468,Very_Easy
12382,36,27,2,3,1,0,3,10,80.333,Easy
12383,40,30,1,1,0,1,10,7,78.81,Fairly_Easy
12384,24,17,2,3,2,1,4,6,78.772,Fairly_Easy
12385,27,18,1,3,2,3,4,6,70.8,Fairly_Easy
12386,25,18,2,2,1,3,4,4,80.2,Easy
12387,21,19,0,0,1,1,5,3,103.687,Very_Easy
12388,23,16,1,1,1,1,3,5,77.103,Fairly_Easy
12389,10,8,0,1,0,0,1,3,97.025,Very_Easy
12390,45,26,6,2,0,3,8,7,47.217,Dificult
12391,29,22,1,1,3,0,5,4,84.152,Easy
12392,19,14,0,1,2,1,2,3,84.916,Easy
12393,35,27,1,4,3,2,3,6,83.466,Easy
12394,50,32,6,4,4,1,3,11,58.408,Fairly_difficult
12395,22,15,2,2,1,0,1,7,75.143,Fairly_Easy
